PR_NUM,RT_COD,RT_POR,RT_MON,RT_KEY,RT_ACU,RT_IVA
531,50,0.0,399.99,000053150,0,0
537,50,2.5,19000.0,000053750,0,0
542,50,0.0,399.99,000054250,0,0
543,50,0.0,399.99,000054350,0,0
544,50,0.0,399.99,000054450,0,0
547,50,0.0,399.99,000054750,0,0
553,50,0.0,399.99,000055350,0,0
577,50,0.0,399.99,000057750,0,0
578,50,0.0,399.99,000057850,0,0
580,50,0.0,19000.0,000058050,0,0
593,50,0.0,399.99,000059350,0,0
596,50,0.0,399.99,000059650,0,0
602,50,0.0,399.99,000060250,0,0
607,50,0.0,399.99,000060750,0,0
630,50,2.5,19000.0,000063050,0,0
641,50,0.0,399.99,000064150,0,0
646,50,0.0,399.99,000064650,0,0
655,50,0.0,399.99,000065550,0,0
657,50,0.0,399.99,000065750,0,0
661,50,0.0,399.99,000066150,0,0
663,50,0.0,399.99,000066350,0,0
669,50,0.0,399.99,000066950,0,0
676,50,0.0,19000.0,000067650,0,0
681,50,0.0,399.99,000068150,0,0
692,50,0.0,399.99,000069250,0,0
693,50,0.0,399.99,000069350,0,0
694,50,1.2,19000.0,000069450,0,0
695,50,0.0,19000.0,000069550,0,0
696,50,1.75,19000.0,000069650,0,0
698,50,2.5,19000.0,000069850,0,0
699,50,0.9,19000.0,000069950,0,0
700,50,0.0,19000.0,000070050,0,0
701,50,0.0,19000.0,000070150,0,0
704,50,2.5,19000.0,000070450,0,0
705,50,1.75,19000.0,000070550,0,0
707,50,2.5,19000.0,000070750,0,0
697,50,0.0,19000.0,000069750,0,0
706,50,3.5,19000.0,000070650,0,0
711,50,1.75,19000.0,000071150,0,0
712,50,0.0,19000.0,000071250,0,0
714,50,2.5,19000.0,000071450,0,0
715,50,4.0,19000.0,000071550,0,0
716,50,1.75,19000.0,000071650,0,0
717,50,0.0,19000.0,000071750,0,0
719,50,2.0,19000.0,000071950,0,0
720,50,2.5,19000.0,000072050,0,0
721,50,0.0,19000.0,000072150,0,0
722,50,0.0,19000.0,000072250,0,0
725,50,0.0,19000.0,000072550,0,0
726,50,0.7,19000.0,000072650,0,0
727,50,0.9,19000.0,000072750,0,0
729,50,0.0,19000.0,000072950,0,0
22,50,0.9,19000.0,000002250,0,0
730,50,0.9,19000.0,000073050,0,0
731,50,0.0,19000.0,000073150,0,0
737,50,0.0,19000.0,000073750,0,0
738,50,0.0,19000.0,000073850,0,0
739,50,0.7,19000.0,000073950,0,0
740,50,2.5,19000.0,000074050,0,0
742,50,0.0,19000.0,000074250,0,0
535,50,0.0,19000.0,000053550,0,0
743,50,2.5,19000.0,000074350,0,0
744,50,0.0,19000.0,000074450,0,0
746,50,4.0,19000.0,000074650,0,0
747,50,2.5,19000.0,000074750,0,0
748,50,0.0,19000.0,000074850,0,0
749,50,2.5,19000.0,000074950,0,0
750,50,0.0,19000.0,000075050,0,0
752,50,0.0,19000.0,000075250,0,0
753,50,0.9,19000.0,000075350,0,0
78,50,6.0,19000.0,000007850,0,0
754,50,0.0,19000.0,000075450,0,0
755,50,0.0,19000.0,000075550,0,0
756,50,2.5,19000.0,000075650,0,0
264,50,0.0,19000.0,000026450,0,0
